,computationTime,networkTime,plt,protocol,timestamp
0,372.0,353.0,728.0,http2,1527418265.0
0,595.0,332.0,930.0,http2,1527418325.0
0,322.0,332.0,660.0,http2,1527418384.0
0,646.0,328.0,976.0,http2,1527418445.0
0,348.0,336.0,687.0,http2,1527418505.0
0,407.0,375.0,784.0,http2,1527418565.0
0,604.0,528.0,1134.0,http2,1527418625.0
0,526.0,314.0,842.0,http2,1527418685.0
0,368.0,560.0,932.0,http2,1527418745.0
0,467.0,335.0,806.0,http2,1527418805.0
0,326.0,304.0,633.0,http2,1527418864.0
0,674.0,354.0,1031.0,http2,1527418925.0
0,349.0,561.0,913.0,http2,1527418985.0
0,317.0,315.0,635.0,http2,1527419044.0
0,316.0,308.0,627.0,http2,1527419105.0
