,computationTime,networkTime,plt,protocol,timestamp
0,638.0,385.0,1026.0,http2,1527560885.0
0,592.0,373.0,968.0,http2,1527560945.0
0,429.0,364.0,796.0,http2,1527561004.0
0,415.0,390.0,811.0,http2,1527561065.0
0,403.0,369.0,776.0,http2,1527561125.0
0,410.0,373.0,785.0,http2,1527561185.0
0,451.0,312.0,765.0,http2,1527561245.0
0,340.0,360.0,702.0,http2,1527561305.0
0,375.0,460.0,840.0,http2,1527561365.0
0,374.0,306.0,684.0,http2,1527561424.0
0,723.0,392.0,1120.0,http2,1527561485.0
0,602.0,370.0,974.0,http2,1527561545.0
0,385.0,352.0,739.0,http2,1527561604.0
0,413.0,363.0,780.0,http2,1527561665.0
0,433.0,350.0,786.0,http2,1527561725.0
0,403.0,364.0,770.0,http2,1527561785.0
0,382.0,312.0,696.0,http2,1527561845.0
0,446.0,419.0,867.0,http2,1527561905.0
0,701.0,362.0,1066.0,http2,1527561965.0
0,747.0,354.0,1108.0,http2,1527562025.0
0,569.0,346.0,919.0,http2,1527562085.0
