,computationTime,domloading_ts,fetchstart_ts,loadeventend_ts,navigationstart_ts,networkTime,plt,protocol,requeststart_ts,responseend_ts,responsestart_ts,timestamp,ttfb
0,4654.0,1535609105092.0,1535609104657.0,1535609109746.0,1535609104656.0,442.0,5090.0,http2,1535609105066.0,1535609105099.0,1535609105079.0,1535609105.0,423.0
0,3932.0,1535609164290.0,1535609163903.0,1535609168222.0,1535609163902.0,395.0,4320.0,http2,1535609164270.0,1535609164298.0,1535609164278.0,1535609164.0,376.0
0,3800.0,1535609224841.0,1535609224419.0,1535609228641.0,1535609224415.0,429.0,4226.0,http2,1535609224813.0,1535609224848.0,1535609224828.0,1535609224.0,413.0
0,3927.0,1535609284189.0,1535609283794.0,1535609288116.0,1535609283792.0,402.0,4324.0,http2,1535609284170.0,1535609284196.0,1535609284177.0,1535609284.0,385.0
0,3675.0,1535609344645.0,1535609344286.0,1535609348320.0,1535609344281.0,367.0,4039.0,http2,1535609344624.0,1535609344653.0,1535609344632.0,1535609344.0,351.0
0,3681.0,1535609409928.0,1535609404551.0,1535609413609.0,1535609404549.0,5384.0,9060.0,http2,1535609409908.0,1535609409935.0,1535609409916.0,1535609405.0,5367.0
0,6359.0,1535609464211.0,1535609463834.0,1535609470570.0,1535609463833.0,385.0,6737.0,http2,1535609464190.0,1535609464219.0,1535609464199.0,1535609464.0,366.0
0,3784.0,1535609524129.0,1535609523757.0,1535609527913.0,1535609523756.0,378.0,4157.0,http2,1535609524107.0,1535609524135.0,1535609524116.0,1535609524.0,360.0
0,3882.0,1535609584490.0,1535609584114.0,1535609588372.0,1535609584113.0,384.0,4259.0,http2,1535609584468.0,1535609584498.0,1535609584477.0,1535609584.0,364.0
0,3957.0,1535609644982.0,1535609644575.0,1535609648939.0,1535609644574.0,480.0,4365.0,http2,1535609644954.0,1535609645055.0,1535609644970.0,1535609645.0,396.0
0,3909.0,1535609704506.0,1535609704130.0,1535609708415.0,1535609704127.0,385.0,4288.0,http2,1535609704485.0,1535609704515.0,1535609704494.0,1535609704.0,367.0
0,6236.0,1535609765219.0,1535609764594.0,1535609771455.0,1535609764593.0,633.0,6862.0,http2,1535609765198.0,1535609765227.0,1535609765206.0,1535609765.0,613.0
0,4289.0,1535609825154.0,1535609824714.0,1535609829443.0,1535609824713.0,447.0,4730.0,http2,1535609825123.0,1535609825161.0,1535609825141.0,1535609825.0,428.0
0,3756.0,1535609885025.0,1535609884598.0,1535609888781.0,1535609884597.0,434.0,4184.0,http2,1535609884997.0,1535609885032.0,1535609885012.0,1535609885.0,415.0
0,3564.0,1535609944351.0,1535609943949.0,1535609947915.0,1535609943948.0,410.0,3967.0,http2,1535609944328.0,1535609944359.0,1535609944338.0,1535609944.0,390.0
0,6310.0,1535610004495.0,1535610004109.0,1535610010805.0,1535610004109.0,394.0,6696.0,http2,1535610004472.0,1535610004503.0,1535610004482.0,1535610004.0,373.0
